,movieId,average_rating
134,136,3.63
135,137,3.25
136,138,3.23
137,139,3.11
138,140,3.29
139,141,3.51
140,142,3.01
141,143,1.93
142,144,3.46
143,145,3.28
144,146,2.9
145,147,3.58
146,148,2.91
147,149,3.69
148,150,3.87
149,151,3.53
150,152,3.09
151,153,2.87
152,154,3.79
153,155,3.41
154,156,3.51
155,157,2.79
156,158,2.92
157,159,3.42
158,160,2.6
159,161,3.74
160,162,4.01
161,163,3.44
162,164,3.45
163,165,3.51
164,166,2.84
165,167,3.08
166,168,3.08
167,169,2.27
168,170,3.22
169,171,3.6
170,172,2.75
171,173,2.56
172,174,2.45
173,175,3.51
174,176,3.85
175,177,2.89
176,178,3.39
177,179,2.73
178,180,3.58
179,181,1.95
180,182,3.08
181,183,3.36
182,184,3.07
183,185,3.1
184,186,2.88
185,187,3.43
186,188,3.33
187,189,2.99
188,190,3.58
189,191,2.68
190,192,3.04
191,193,2.25
192,194,3.84
193,195,3.08
194,196,2.84
195,197,3.06
196,198,3.42
197,199,3.77
198,200,2.82
199,201,3.0
200,202,3.05
201,203,3.15
202,204,2.93
203,205,3.5
204,206,3.45
205,207,3.37
206,208,2.87
207,209,2.81
208,210,2.89
209,211,3.58
210,212,2.57
211,213,4.02
212,214,4.03
213,215,3.91
214,216,3.24
215,217,2.73
216,218,3.29
217,219,3.61
218,220,2.45
219,222,3.53
220,223,3.85
221,224,3.44
222,225,3.28
223,226,2.78
224,227,3.06
225,228,2.69
226,229,3.56
227,230,3.59
228,231,2.96
229,232,4.03
230,233,3.53
231,234,2.67
232,235,3.66
233,236,3.32
234,237,3.22
235,238,3.17
236,239,3.09
237,240,2.91
238,241,3.03
239,242,3.39
240,243,2.54
241,244,2.38
242,245,2.97
243,246,4.03
244,247,3.82
245,248,3.01
246,249,3.68
247,250,3.08
248,251,3.06
249,252,3.22
250,253,3.51
251,254,2.91
252,255,2.28
253,256,2.7
254,257,3.41
255,258,2.63
256,259,3.06
257,260,4.12
258,261,3.63
259,262,3.77
260,263,3.75
261,264,3.37
262,265,3.92
263,266,3.5
264,267,2.89
265,268,3.31
266,269,3.45
267,270,3.17
268,271,3.33
269,272,3.74
270,273,3.13
271,274,2.84
272,275,2.72
273,276,2.98
274,277,3.4
275,278,3.02
276,279,3.7
277,280,3.72
278,281,3.66
279,282,3.41
280,283,3.05
281,284,2.85
282,285,2.27
283,286,2.07
284,287,3.25
285,288,3.26
286,289,3.35
287,290,3.97
288,292,3.41
289,293,4.09
290,294,3.16
291,295,2.77
292,296,4.19
293,297,3.15
294,298,3.52
295,299,3.72
296,300,3.66
297,301,3.52
298,302,3.73
299,303,3.04
300,304,3.17
301,305,2.71
302,306,4.07
303,307,3.98
304,308,3.9
305,309,3.62
306,310,2.81
307,311,2.65
308,312,2.62
309,313,3.04
310,314,3.85
311,315,2.89
312,316,3.37
313,317,3.13
314,318,4.41
315,319,3.78
316,320,3.24
317,321,3.77
318,322,3.67
319,324,3.67
320,325,2.65
321,326,4.08
322,327,2.82
323,328,3.15
324,329,3.32
325,330,2.79
326,331,3.26
327,332,2.77
328,333,3.36
329,334,3.82
330,335,3.26
331,336,2.84
332,337,3.75
333,338,2.99
334,339,3.5
335,340,3.38
336,341,3.56
337,342,3.51
338,343,2.67
339,344,2.99
340,345,3.64
341,346,3.41
342,347,3.45
343,348,3.7
344,349,3.66
345,350,3.47
346,351,3.3
347,352,3.28
348,353,3.52
349,354,3.14
350,355,2.41
351,356,4.05
352,357,3.64
353,358,3.25
354,359,3.3
355,360,2.72
356,361,3.33
357,362,3.38
358,363,3.99
359,364,3.82
360,365,3.16
361,366,2.98
362,367,3.18
363,368,3.41
364,369,3.29
365,370,2.98
366,371,3.26
367,372,3.25
368,373,3.77
369,374,2.42
370,375,3.28
371,376,3.28
372,377,3.48
373,378,3.13
374,379,2.72
375,380,3.49
376,381,3.39
377,382,3.04
378,383,3.2
379,384,2.95
380,385,3.56
381,386,2.82
382,387,2.65
383,388,3.54
384,389,3.48
385,390,3.41
386,391,3.19
387,392,3.35
388,393,1.9
389,394,3.31
390,395,3.17
391,396,2.48
392,397,2.12
393,398,3.45
394,399,2.25
395,400,2.61
396,401,3.15
397,402,2.84
398,403,2.17
399,404,3.28
400,405,2.44
401,406,3.08
402,407,3.24
403,408,3.24
404,409,3.04
405,410,3.01
406,411,2.78
407,412,3.56
408,413,2.81
409,414,2.61
410,415,2.81
411,416,2.7
412,417,3.52
413,418,2.7
414,419,2.49
415,420,2.75
416,421,3.29
417,422,3.23
418,423,3.0
419,424,2.72
420,425,3.47
421,426,3.11
422,427,2.55
423,428,3.82
424,429,2.38
425,430,2.34
426,431,3.72
427,432,2.73
428,433,2.92
429,434,3.05
430,435,2.58
431,436,2.63
432,437,2.59
433,438,2.71
434,439,2.51
435,440,3.6
436,441,3.69
437,442,3.07
438,443,3.34
439,444,2.41
440,445,2.88
441,446,3.89
442,447,2.52
443,448,3.56
444,449,3.44
445,450,3.35
446,451,3.04
447,452,3.55
448,453,3.11
449,454,3.5
450,455,2.62
451,456,3.81
452,457,3.97
453,458,3.13
454,459,2.76
455,460,2.43
456,461,3.34
457,462,2.59
458,463,2.81
459,464,2.92
460,465,3.26
461,466,2.94
462,467,3.37
463,468,3.31
464,469,3.26
465,470,2.15
466,471,3.66
467,472,2.89
468,473,2.3
469,474,3.72
470,475,3.92
471,476,3.03
472,477,3.55
473,478,2.42
474,479,2.92
475,480,3.68
476,481,3.34
477,482,3.42
478,483,3.79
479,484,2.8
480,485,2.8
481,486,2.67
482,487,2.57
483,488,3.37
484,489,2.76
485,490,3.36
486,491,3.41
487,492,3.65
488,493,3.63
489,494,3.35
490,495,3.41
491,496,3.28
492,497,3.88
493,498,2.78
494,499,2.78
495,500,3.39
496,501,3.84
497,502,2.28
498,503,3.1
499,504,2.98
500,505,2.5
501,506,3.5
502,507,3.53
503,508,3.8
504,509,3.68
505,510,2.78
506,511,3.14
507,512,2.93
508,513,2.94
509,514,3.46
510,515,3.9
511,516,3.09
512,517,3.13
513,518,2.68
514,519,2.2
515,520,3.07
516,521,3.31
517,522,3.54
518,523,3.64
519,524,3.53
520,525,3.42
521,526,3.21
522,527,4.25
523,528,2.78
524,529,3.85
525,530,3.27
526,531,3.54
527,532,3.06
528,533,2.93
529,534,3.89
530,535,3.78
531,536,3.29
532,537,3.15
533,538,3.7
534,539,3.51
535,540,2.72
536,541,4.12
537,542,2.85
538,543,3.24
539,544,2.93
540,546,2.06
541,547,2.82
542,548,2.9
543,549,3.89
544,550,3.09
545,551,3.74
546,552,3.21
547,553,3.7
548,554,3.09
549,555,3.81
550,556,3.98
551,558,2.82
552,559,2.96
553,560,3.09
554,561,3.4
555,562,3.79
556,563,3.46
557,564,2.33
558,565,3.22
559,566,2.76
560,567,3.32
561,568,3.58
562,569,2.94
563,570,3.45
564,571,3.58
565,572,2.72
566,573,3.43
567,574,3.3
568,575,2.99
569,576,2.44
570,577,2.82
571,579,2.89
572,580,3.07
573,581,3.98
574,582,3.32
575,583,3.53
576,584,3.04
577,585,2.66
578,586,3.14
579,587,3.43
580,588,3.7
581,589,3.95
582,590,3.73
583,591,2.05
584,592,3.41
585,593,4.15
586,594,3.58
587,595,3.68
588,596,3.48
589,597,3.43
590,598,3.55
591,599,3.96
592,600,2.99
593,601,3.37
594,602,3.98
595,603,2.93
596,604,1.92
597,605,3.28
598,606,2.57
599,607,2.59
600,608,4.11
601,609,3.01
602,610,3.37
603,611,2.51
604,612,2.71
605,613,3.6
606,614,3.14
607,615,3.87
608,616,3.39
609,617,3.58
610,618,2.77
611,619,2.57
612,620,3.33
613,621,3.6
614,623,3.06
615,625,3.28
616,626,2.87
617,627,3.53
618,628,3.76
619,629,3.24
620,630,3.29
621,631,2.72
622,632,3.91
623,633,3.36
624,634,2.28
625,635,3.64
626,636,3.01
627,637,2.83
628,638,3.27
629,639,2.93
630,640,2.97
631,641,2.52
632,642,2.08
633,643,2.17
634,644,2.27
635,645,3.61
636,647,3.54
637,648,3.4
638,649,3.72
639,650,3.45
640,651,2.49
641,652,3.01
642,653,3.22
643,654,2.69
644,655,2.33
645,656,2.87
646,657,2.56
647,658,3.0
648,659,3.71
649,660,3.02
650,661,3.3
651,662,3.25
652,663,3.36
653,664,3.03
654,665,3.95
655,666,3.43
656,667,2.51
657,668,4.1
658,670,4.11
659,671,3.67
660,672,2.42
661,673,2.76
662,674,2.97
663,675,2.15
664,676,2.54
665,678,4.07
666,679,3.33
667,680,3.56
668,681,3.57
669,682,3.17
670,683,2.66
671,684,2.48
672,685,3.53
673,687,2.97
674,688,2.6
675,690,3.28
676,691,3.06
677,692,2.34
678,693,3.13
679,694,3.0
680,695,3.17
681,696,3.18
682,697,2.77
683,698,2.79
684,699,2.23
685,700,3.25
686,701,3.15
687,702,3.79
688,703,2.85
689,704,2.83
690,705,3.53
691,706,3.13
692,707,3.07
693,708,3.39
694,709,3.31
695,710,2.74
696,711,2.63
697,712,3.5
698,713,3.4
699,714,3.89
700,715,3.57
701,716,2.93
702,717,3.18
703,718,3.43
704,719,2.97
705,720,4.1
706,721,2.93
707,722,3.6
708,723,3.25
709,724,3.09
710,725,2.79
711,726,3.12
712,727,3.15
713,728,3.81
714,729,3.49
715,730,3.05
716,731,2.92
717,732,2.81
718,733,3.67
719,734,2.58
720,735,3.51
721,736,3.19
722,737,2.1
723,738,3.18
724,739,1.95
725,741,3.97
726,742,2.74
727,743,2.73
728,744,2.85
729,745,4.1
730,746,3.75
731,747,2.29
732,748,3.16
733,749,2.69
734,750,4.22
735,751,3.39
736,752,2.83
737,753,3.26
738,754,2.97
739,755,3.37
740,756,3.22
741,757,3.54
742,758,3.11
743,759,3.85
744,760,3.69
745,761,2.79
746,762,2.4
747,763,3.03
748,764,3.36
749,765,3.02
750,766,3.42
751,767,3.5
752,768,3.02
753,769,3.57
754,770,2.44
755,771,3.34
756,772,2.87
757,773,3.4
758,774,2.59
759,775,2.92
760,776,2.98
761,777,2.85
762,778,4.01
763,779,2.82
764,780,3.37
765,781,3.42
766,782,2.87
767,783,3.26
768,784,2.71
769,785,3.28
770,786,3.13
771,787,3.75
772,788,2.81
773,789,2.99
774,790,3.49
775,791,3.62
776,792,2.95
777,793,3.23
778,794,3.35
779,795,3.23
780,796,2.96
781,797,3.35
782,798,2.82
783,799,3.37
784,800,4.05
785,801,3.0
786,802,3.47
787,803,3.58
788,804,3.06
789,805,3.7
790,806,3.15
791,807,3.21
792,808,3.2
793,809,2.83
794,810,1.81
795,812,2.55
796,813,2.76
797,814,3.13
798,815,2.06
799,816,3.24
800,818,2.62
801,819,3.44
802,820,2.84
803,821,2.88
804,822,3.14
805,823,3.33
806,824,3.82
807,825,2.81
808,826,2.25
809,827,3.13
810,828,3.12
811,829,2.66
812,830,3.09
813,831,3.49
814,832,3.45
815,833,2.72
816,834,2.63
817,835,3.17
818,836,2.9
819,837,3.43
820,838,3.78
821,839,2.73
822,840,2.7
823,841,3.73
824,842,2.78
825,843,3.31
826,844,3.75
827,845,3.38
828,846,3.49
829,847,2.85
830,848,3.65
831,849,2.76
832,850,3.51
833,851,3.49
834,852,3.18
835,853,3.28
836,854,3.73
837,855,2.72
838,856,3.37
839,857,3.17
840,858,4.32
841,859,2.33
842,860,3.51
843,861,3.44
844,862,3.59
845,864,3.32
846,865,3.28
847,866,3.72
848,867,2.32
849,868,3.15
850,869,3.07
851,870,2.19
852,871,3.14
853,872,3.62
854,873,2.85
855,874,2.96
856,875,3.43
857,876,2.68
858,877,3.19
859,878,2.8
860,879,2.83
861,880,2.47
862,881,2.83
863,882,2.98
864,884,3.23
865,885,2.67
866,886,3.06
867,887,2.76
868,889,3.38
869,890,2.92
870,891,2.57
871,892,3.73
872,893,3.63
873,894,2.81
874,895,2.84
875,896,3.67
876,897,3.64
877,898,4.14
878,899,4.05
879,900,3.79
880,901,3.62
881,902,3.83
882,903,4.12
883,904,4.24
884,905,4.13
885,906,4.02
886,907,3.91
887,908,4.2
888,909,4.03
889,910,4.06
890,911,4.05
891,912,4.21
892,913,4.15
893,914,3.9
894,915,3.89
895,916,4.05
896,917,3.63
897,918,3.72
898,919,3.94
899,920,3.81
900,921,3.79
901,922,4.21
902,923,4.09
903,924,3.98
904,925,3.51
905,926,4.17
906,927,3.92
907,928,4.07
908,929,3.81
909,930,4.16
910,931,3.89
911,932,3.81
912,933,3.99
913,934,3.46
914,935,3.74
915,936,3.99
916,937,3.7
917,938,3.6
918,939,3.3
919,940,3.88
920,941,3.59
921,942,4.06
922,943,3.81
923,944,3.82
924,945,4.04
925,946,3.95
926,947,4.02
927,948,3.74
928,949,3.9
929,950,4.15
930,951,4.1
931,952,3.48
932,953,4.03
933,954,4.01
934,955,4.02
935,956,3.48
936,957,3.28
937,958,3.08
938,959,3.72
939,960,3.49
940,961,3.36
941,962,3.38
942,963,3.57
943,964,3.38
944,965,3.98
945,966,3.5
946,967,2.81
947,968,3.65
948,969,4.07
949,970,3.5
950,971,3.93
951,972,3.18
952,973,3.82
953,974,3.35
954,975,2.96
955,976,3.53
956,977,2.0
957,979,3.07
958,980,3.06
959,981,2.59
960,982,3.64
961,983,2.64
962,984,2.72
963,985,3.39
964,986,3.52
965,987,3.19
966,988,3.34
967,989,3.44
968,990,2.74
969,991,3.54
970,992,2.7
971,993,3.48
972,994,4.0
973,996,3.0
974,997,3.53
975,998,3.18
976,999,3.28
977,1000,3.12
978,1001,2.8
979,1002,3.52
980,1003,3.13
981,1004,2.67
982,1005,2.48
983,1006,3.23
984,1007,2.97
985,1008,3.35
986,1009,3.15
987,1010,3.09
988,1011,2.75
989,1012,3.55
990,1013,3.44
991,1014,3.39
992,1015,3.27
993,1016,3.13
994,1017,3.51
995,1018,3.08
996,1019,3.54
997,1020,3.26
998,1021,2.82
999,1022,3.56
1000,1023,3.74
1001,1024,3.18
1002,1025,3.55
1003,1026,3.32
1004,1027,3.29
1005,1028,3.73
1006,1029,3.47
1007,1030,3.1
1008,1031,3.35
1009,1032,3.62
1010,1033,3.45
1011,1034,3.52
1012,1035,3.8
1013,1036,3.93
1014,1037,2.74
1015,1038,3.22
1016,1039,3.05
1017,1040,3.34
1018,1041,4.04
1019,1042,3.45
1020,1043,3.01
1021,1044,3.31
1022,1045,3.1
1023,1046,3.95
1024,1047,3.42
1025,1049,3.39
1026,1050,3.75
1027,1051,3.57
1028,1052,3.43
1029,1053,3.01
1030,1054,3.51
1031,1055,2.73
1032,1056,3.45
1033,1057,3.44
1034,1058,3.26
1035,1059,3.55
1036,1060,3.84
1037,1061,3.64
1038,1062,2.94
1039,1063,3.29
1040,1065,2.91
1041,1066,3.97
1042,1067,3.41
1043,1068,3.65
1044,1069,3.93
1045,1070,3.15
1046,1071,3.19
1047,1073,3.71
1048,1075,3.41
1049,1076,3.82
1050,1077,3.83
1051,1078,3.72
1052,1079,3.83
1053,1080,3.99
1054,1081,3.51
1055,1082,3.64
1056,1083,3.48
1057,1084,3.87
1058,1085,3.67
1059,1086,4.03
1060,1087,3.39
1061,1088,3.25
1062,1089,4.09
1063,1090,3.9
1064,1091,2.8
1065,1092,3.35
1066,1093,3.36
1067,1094,3.65
1068,1095,3.86
1069,1096,3.91
1070,1097,3.73
1071,1098,2.98
1072,1099,3.83
1073,1100,2.85
1074,1101,3.42
1075,1102,2.54
1076,1103,3.79
1077,1104,4.0
1078,1105,2.33
1079,1106,2.62
1080,1107,2.46
1081,1109,3.0
1082,1110,2.52
1083,1111,3.93
1084,1112,3.41
1085,1113,3.18
1086,1114,3.2
1087,1115,2.94
1088,1116,3.35
1089,1117,3.63
1090,1118,2.96
1091,1119,3.14
1092,1120,3.56
1093,1121,2.8
1094,1122,2.97
1095,1123,3.63
1096,1124,3.68
1097,1125,3.63
1098,1126,2.64
1099,1127,3.67
1100,1128,3.06
1101,1129,3.4
1102,1130,3.22
1103,1131,4.11
1104,1132,4.07
1105,1133,3.61
1106,1134,3.13
1107,1135,3.1
1108,1136,4.15
1109,1137,3.17
1110,1138,3.36
1111,1139,3.1
1112,1140,3.43
1113,1141,2.4
1114,1142,3.05
1115,1143,3.28
1116,1144,3.7
1117,1145,3.45
1118,1146,2.91
1119,1147,4.13
1120,1148,4.12
1121,1149,3.23
1122,1150,3.9
1123,1151,3.64
1124,1152,3.45
1125,1153,3.28
1126,1154,3.33
1127,1155,2.28
1128,1156,3.32
1129,1157,3.26
1130,1158,2.88
1131,1159,2.76
1132,1160,3.15
1133,1161,3.81
1134,1162,3.78
1135,1163,3.32
1136,1164,3.37
1137,1165,2.82
1138,1166,3.35
1139,1167,2.91
1140,1168,2.54
1141,1169,3.86
1142,1170,2.01
1143,1171,3.7
1144,1172,4.13
1145,1173,3.46
1146,1174,3.09
1147,1175,3.96
1148,1176,3.9
1149,1177,3.85
1150,1178,4.2
1151,1179,3.71
1152,1180,3.78
1153,1181,3.01
1154,1183,3.62
1155,1184,3.73
1156,1185,3.89
1157,1186,3.54
1158,1187,3.67
1159,1188,3.83
1160,1189,4.11
1161,1190,3.49
1162,1191,2.88
1163,1192,3.95
1164,1193,4.22
1165,1194,3.42
1166,1196,4.14
1167,1197,4.13
1168,1198,4.12
1169,1199,4.01
1170,1200,4.0
1171,1201,4.13
1172,1202,3.86
1173,1203,4.24
1174,1204,4.14
1175,1206,3.98
1176,1207,4.15
1177,1208,4.11
1178,1209,4.11
1179,1210,4.0
1180,1211,4.01
1181,1212,4.2
1182,1213,4.18
1183,1214,4.06
1184,1215,3.73
1185,1216,3.81
1186,1217,4.14
1187,1218,4.04
1188,1219,4.07
1189,1220,3.8
1190,1221,4.26
1191,1222,4.04
1192,1223,4.05
1193,1224,4.11
1194,1225,4.07
1195,1226,3.89
1196,1227,3.97
1197,1228,4.05
1198,1230,4.04
1199,1231,3.94
1200,1232,4.08
1201,1233,4.13
1202,1234,4.14
1203,1235,3.98
1204,1236,4.02
1205,1237,4.09
1206,1238,3.95
1207,1240,3.9
1208,1241,3.72
1209,1242,3.96
1210,1243,3.93
1211,1244,4.05
1212,1245,3.97
1213,1246,3.92
1214,1247,4.03
1215,1248,4.14
1216,1249,3.87
1217,1250,4.1
1218,1251,4.03
1219,1252,4.16
1220,1253,3.91
1221,1254,4.12
1222,1255,3.43
1223,1256,4.08
1224,1257,3.83
1225,1258,4.03
1226,1259,3.99
1227,1260,4.16
1228,1261,3.79
1229,1262,4.1
1230,1263,3.97
1231,1264,4.01
1232,1265,3.89
1233,1266,3.99
1234,1267,4.1
1235,1268,3.5
1236,1269,4.04
1237,1270,3.95
1238,1271,3.74
1239,1272,4.03
1240,1273,4.01
1241,1274,3.91
1242,1275,3.62
1243,1276,4.09
1244,1277,3.8
1245,1278,3.98
1246,1279,3.84
1247,1280,4.12
1248,1281,4.05
1249,1282,3.72
1250,1283,4.04
1251,1284,4.16
1252,1285,3.75
1253,1286,3.56
1254,1287,3.82
1255,1288,4.01
1256,1289,3.95
1257,1290,3.54
1258,1291,3.99
1259,1292,3.97
1260,1293,3.99
1261,1295,3.68
1262,1296,3.93
1263,1297,3.66
1264,1298,3.7
1265,1299,4.07
1266,1300,4.02
1267,1301,3.86
1268,1302,3.64
1269,1303,4.03
1270,1304,4.04
1271,1305,3.88
1272,1306,3.57
1273,1307,3.83
1274,1308,2.71
1275,1309,3.15
1276,1310,3.54
1277,1311,2.58
1278,1312,3.51
1279,1313,2.67
1280,1314,3.2
1281,1315,3.35
1282,1316,3.26
1283,1317,3.18
1284,1318,3.37
1285,1319,2.69
1286,1320,3.11
1287,1321,3.58
1288,1322,1.69
1289,1323,1.6
1290,1324,1.74
1291,1325,1.65
1292,1326,2.02
1293,1327,2.93
1294,1328,1.78
1295,1329,2.79
1296,1330,2.84
1297,1331,2.92
1298,1332,3.0
1299,1333,3.75
1300,1334,3.12
1301,1335,1.9
1302,1336,2.31
1303,1337,3.48
1304,1339,3.45
1305,1340,3.74
1306,1341,2.9
1307,1342,2.98
1308,1343,3.54
1309,1344,3.79
1310,1345,3.46
1311,1346,3.01
1312,1347,3.32
1313,1348,3.88
1314,1349,3.14
1315,1350,3.58
1316,1351,3.03
1317,1352,2.99
1318,1353,3.18
1319,1354,3.84
1320,1355,3.09
1321,1356,3.65
1322,1357,3.86
1323,1358,4.0
1324,1359,2.55
1325,1360,3.24
1326,1361,4.06
1327,1363,3.08
1328,1364,3.47
1329,1365,3.83
1330,1366,3.39
1331,1367,3.03
1332,1368,3.29
1333,1369,3.37
1334,1370,3.45
1335,1371,3.09
1336,1372,3.32
1337,1373,2.85
1338,1374,3.7
1339,1375,3.25
1340,1376,3.5
1341,1377,3.13
1342,1378,3.29
1343,1379,2.98
1344,1380,3.31
1345,1381,1.97
1346,1382,2.75
1347,1383,2.19
1348,1384,3.64
1349,1385,3.14
1350,1386,2.66
1351,1387,3.78
1352,1388,2.59
1353,1389,1.86
1354,1390,3.24
1355,1391,2.97
1356,1392,3.62
1357,1393,3.6
1358,1394,3.88
1359,1395,3.37
1360,1396,3.65
1361,1397,3.51
1362,1398,3.12
1363,1399,3.41
1364,1400,3.17
1365,1401,3.53
1366,1404,3.22
1367,1405,2.96
1368,1406,3.62
1369,1407,3.28
1370,1408,3.71
1371,1409,3.04
1372,1410,3.02
1373,1411,3.79
1374,1412,3.73
1375,1413,3.57
1376,1414,3.44
1377,1415,3.53
1378,1416,3.15
1379,1417,3.12
1380,1419,3.86
1381,1420,3.67
1382,1421,3.09
1383,1422,3.06
1384,1423,3.81
1385,1424,2.83
1386,1425,3.2
1387,1426,2.64
1388,1427,2.58
1389,1428,3.42
1390,1429,3.29
1391,1430,3.23
1392,1431,2.55
1393,1432,2.86
1394,1433,2.23
1395,1434,3.09
1396,1436,3.05
1397,1437,3.7
1398,1438,2.82
1399,1439,2.29
1400,1440,2.78
1401,1441,3.53
1402,1442,3.37
1403,1443,3.25
1404,1444,3.39
1405,1445,2.31
1406,1446,4.01
1407,1447,3.29
1408,1448,3.28
1409,1449,3.93
1410,1450,3.72
1411,1453,2.43
1412,1454,3.19
1413,1455,3.07
1414,1456,2.2
1415,1457,3.11
1416,1458,3.02
1417,1459,3.35
1418,1460,2.58
1419,1461,2.77
1420,1462,2.6
1421,1463,3.06
1422,1464,3.72
1423,1465,3.51
1424,1466,3.81
1425,1467,2.6
1426,1468,2.55
1427,1470,3.2
1428,1471,3.36
1429,1472,3.0
1430,1473,2.88
1431,1474,2.52
1432,1475,3.09
1433,1476,3.35
1434,1477,3.31
1435,1479,3.16
1436,1480,3.25
1437,1482,3.41
1438,1483,3.08
1439,1484,3.69
1440,1485,3.24
1441,1486,3.34
1442,1487,3.11
1443,1488,3.04
1444,1489,3.02
1445,1490,1.96
1446,1493,3.41
1447,1495,1.42
1448,1496,3.21
1449,1497,2.29
1450,1498,3.19
1451,1499,2.08
1452,1500,3.73
1453,1501,2.47
1454,1502,3.32
1455,1503,2.61
1456,1504,3.46
1457,1507,3.4
1458,1508,3.27
1459,1509,3.4
1460,1510,2.53
1461,1511,3.45
1462,1513,2.96
1463,1514,2.93
1464,1515,2.65
1465,1516,3.49
1466,1517,3.41
1467,1518,3.31
1468,1519,3.29
1469,1520,2.75
1470,1522,2.45
1471,1523,2.82
1472,1524,2.5
1473,1525,2.43
1474,1526,2.5
1475,1527,3.77
1476,1528,2.75
1477,1529,3.37
1478,1531,3.27
1479,1532,2.52
1480,1533,3.76
1481,1534,3.58
1482,1535,3.5
1483,1537,3.95
1484,1538,2.42
1485,1539,3.1
1486,1541,3.12
1487,1542,3.56
1488,1543,3.06
1489,1544,3.0
1490,1545,3.82
1491,1546,3.63
1492,1547,3.21
1493,1548,3.13
1494,1549,3.0
1495,1550,2.76
1496,1551,2.57
1497,1552,3.2
1498,1553,3.24
1499,1554,3.52
1500,1555,3.36
1501,1556,1.91
1502,1557,3.13
1503,1558,2.69
1504,1559,2.78
1505,1561,2.86
1506,1562,2.16
1507,1563,3.35
1508,1564,3.6
1509,1565,2.82
1510,1566,3.42
1511,1567,2.8
1512,1568,3.0
1513,1569,3.28
1514,1570,3.2
1515,1571,3.62
1516,1572,3.79
1517,1573,3.33
1518,1574,2.94
1519,1575,3.44
1520,1577,3.57
1521,1578,2.66
1522,1579,3.03
1523,1580,3.58
1524,1581,2.77
1525,1582,3.04
1526,1583,2.7
1527,1584,3.68
1528,1585,3.35
1529,1586,2.93
1530,1587,3.24
1531,1588,2.69
1532,1589,3.28
1533,1590,2.98
1534,1591,2.64
1535,1592,2.33
1536,1593,2.9
1537,1594,3.66
1538,1595,1.71
1539,1596,3.41
1540,1597,3.33
1541,1598,2.88
1542,1599,1.63
1543,1600,2.84
1544,1601,2.89
1545,1602,1.98
1546,1603,2.79
1547,1604,2.92
1548,1605,2.58
1549,1606,2.33
1550,1608,3.3
1551,1609,3.02
1552,1610,3.86
1553,1611,3.41
1554,1612,3.22
1555,1613,3.11
1556,1614,3.15
1557,1615,3.48
1558,1616,3.02
1559,1617,4.06
1560,1619,3.43
1561,1620,3.36
1562,1621,3.24
1563,1622,2.47
1564,1623,2.52
1565,1624,3.0
1566,1625,3.87
1567,1626,2.42
1568,1627,3.14
1569,1628,2.62
1570,1629,3.22
1571,1630,2.11
1572,1631,3.46
1573,1632,2.37
1574,1633,3.64
1575,1635,3.79
1576,1636,2.51
1577,1639,3.62
1578,1640,2.68
1579,1641,3.68
1580,1642,3.05
1581,1643,3.86
1582,1644,2.49
1583,1645,3.55
1584,1646,2.72
1585,1647,2.72
1586,1648,3.53
1587,1649,3.86
1588,1650,3.45
1589,1651,3.02
1590,1652,3.02
1591,1653,3.8
1592,1654,3.28
1593,1655,2.57
1594,1656,3.14
