,movieId,title,genres,avg_rating
107,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,2.06
108,110,Braveheart (1995),Action|Drama|War,4.0
109,111,Taxi Driver (1976),Crime|Drama|Thriller,4.08
110,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.41
111,113,Before and After (1996),Drama|Mystery,3.1
112,114,Margaret's Museum (1995),Drama,3.59
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,3.53
114,116,Anne Frank Remembered (1995),Documentary,3.91
115,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.57
116,118,If Lucy Fell (1996),Comedy|Romance,2.99
117,119,"Steal Big, Steal Little (1995)",Comedy,2.73
118,120,Race the Sun (1996),Adventure|Comedy|Drama,2.84
119,121,"Boys of St. Vincent, The (1992)",Drama,3.75
120,122,Boomerang (1992),Comedy|Romance,2.86
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.99
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.5
123,125,Flirting With Disaster (1996),Comedy,3.74
124,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.32
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,3.11
126,128,Jupiter's Wife (1994),Documentary,3.49
127,129,Pie in the Sky (1996),Comedy|Romance,3.14
128,130,Angela (1995),Drama,3.23
129,131,Frankie Starlight (1995),Drama|Romance,3.31
130,132,Jade (1995),Thriller,2.78
131,133,Nueba Yol (1995),Comedy|Drama,2.6
132,134,Sonic Outlaws (1995),Documentary,3.45
133,135,Down Periscope (1996),Comedy,3.0
134,136,From the Journals of Jean Seberg (1995),Documentary,3.63
135,137,Man of the Year (1995),Documentary,3.25
136,138,"Neon Bible, The (1995)",Drama,3.23
137,139,Target (1995),Action|Drama,3.11
138,140,Up Close and Personal (1996),Drama|Romance,3.29
139,141,"Birdcage, The (1996)",Comedy,3.51
140,142,Shadows (Cienie) (1988),Drama,3.01
141,143,Gospa (1995),Drama,1.93
142,144,"Brothers McMullen, The (1995)",Comedy,3.46
143,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.28
144,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,2.9
145,147,"Basketball Diaries, The (1995)",Drama,3.58
146,148,"Awfully Big Adventure, An (1995)",Drama,2.91
147,149,Amateur (1994),Crime|Drama|Thriller,3.69
148,150,Apollo 13 (1995),Adventure|Drama|IMAX,3.87
149,151,Rob Roy (1995),Action|Drama|Romance|War,3.53
150,152,"Addiction, The (1995)",Drama|Horror,3.09
151,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.87
152,154,Beauty of the Day (Belle de jour) (1967),Drama,3.79
153,155,Beyond Rangoon (1995),Adventure|Drama|War,3.41
154,156,Blue in the Face (1995),Comedy|Drama,3.51
155,157,Canadian Bacon (1995),Comedy|War,2.79
156,158,Casper (1995),Adventure|Children,2.92
157,159,Clockers (1995),Crime|Drama|Mystery,3.42
158,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.6
159,161,Crimson Tide (1995),Drama|Thriller|War,3.74
160,162,Crumb (1994),Documentary,4.01
161,163,Desperado (1995),Action|Romance|Western,3.44
162,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.45
163,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.51
164,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.84
165,167,Feast of July (1995),Drama,3.08
166,168,First Knight (1995),Action|Drama|Romance,3.08
167,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.27
168,170,Hackers (1995),Action|Adventure|Crime|Thriller,3.22
169,171,Jeffrey (1995),Comedy|Drama,3.6
170,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.75
171,173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.56
172,174,Jury Duty (1995),Comedy,2.45
173,175,Kids (1995),Drama,3.51
174,176,Living in Oblivion (1995),Comedy,3.85
175,177,Lord of Illusions (1995),Horror,2.89
176,178,Love & Human Remains (1993),Comedy|Drama,3.39
177,179,Mad Love (1995),Drama|Romance,2.73
178,180,Mallrats (1995),Comedy|Romance,3.58
179,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.95
180,182,Moonlight and Valentino (1995),Drama|Romance,3.08
181,183,Mute Witness (1994),Comedy|Horror|Thriller,3.36
182,184,Nadja (1994),Drama,3.07
183,185,"Net, The (1995)",Action|Crime|Thriller,3.1
184,186,Nine Months (1995),Comedy|Romance,2.88
185,187,Party Girl (1995),Comedy,3.43
186,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.33
187,189,Reckless (1995),Comedy|Fantasy,2.99
188,190,Safe (1995),Thriller,3.58
189,191,"Scarlet Letter, The (1995)",Drama|Romance,2.68
190,192,The Show (1995),Documentary,3.04
191,193,Showgirls (1995),Drama,2.25
192,194,Smoke (1995),Comedy|Drama,3.84
193,195,Something to Talk About (1995),Comedy|Drama|Romance,3.08
194,196,Species (1995),Horror|Sci-Fi,2.84
195,197,"Stars Fell on Henrietta, The (1995)",Drama,3.06
196,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.42
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.77
198,200,"Tie That Binds, The (1995)",Thriller,2.82
199,201,Three Wishes (1995),Drama|Fantasy,3.0
200,202,Total Eclipse (1995),Drama|Romance,3.05
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.15
202,204,Under Siege 2: Dark Territory (1995),Action,2.93
203,205,Unstrung Heroes (1995),Comedy|Drama,3.5
204,206,Unzipped (1995),Documentary,3.45
205,207,"Walk in the Clouds, A (1995)",Drama|Romance,3.37
206,208,Waterworld (1995),Action|Adventure|Sci-Fi,2.87
207,209,White Man's Burden (1995),Drama,2.81
208,210,Wild Bill (1995),Western,2.89
209,211,"Browning Version, The (1994)",Drama,3.58
210,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.57
211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.02
212,214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.03
213,215,Before Sunrise (1995),Drama|Romance,3.91
214,216,Billy Madison (1995),Comedy,3.24
215,217,"Babysitter, The (1995)",Drama|Thriller,2.73
216,218,Boys on the Side (1995),Comedy|Drama,3.29
217,219,"Cure, The (1995)",Drama,3.61
218,220,Castle Freak (1995),Horror,2.45
219,222,Circle of Friends (1995),Drama|Romance,3.53
220,223,Clerks (1994),Comedy,3.85
221,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.44
222,225,Disclosure (1994),Drama|Thriller,3.28
223,226,Dream Man (1995),Thriller,2.78
224,227,Drop Zone (1994),Action|Thriller,3.06
225,228,Destiny Turns on the Radio (1995),Comedy,2.69
226,229,Death and the Maiden (1994),Drama|Thriller,3.56
227,230,Dolores Claiborne (1995),Drama|Thriller,3.59
228,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.96
229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.03
230,233,Exotica (1994),Drama,3.53
231,234,Exit to Eden (1994),Comedy,2.67
232,235,Ed Wood (1994),Comedy|Drama,3.66
233,236,French Kiss (1995),Action|Comedy|Romance,3.32
234,237,Forget Paris (1995),Comedy|Romance,3.22
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.17
236,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.09
237,240,Hideaway (1995),Thriller,2.91
238,241,Fluke (1995),Children|Drama,3.03
239,242,Farinelli: il castrato (1994),Drama|Musical,3.39
240,243,Gordy (1995),Children|Comedy|Fantasy,2.54
241,244,Gumby: The Movie (1995),Animation|Children,2.38
242,245,The Glass Shield (1994),Crime|Drama,2.97
243,246,Hoop Dreams (1994),Documentary,4.03
244,247,Heavenly Creatures (1994),Crime|Drama,3.82
245,248,Houseguest (1994),Comedy,3.01
246,249,Immortal Beloved (1994),Drama|Romance,3.68
247,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.08
248,251,"Hunted, The (1995)",Action,3.06
249,252,I.Q. (1994),Comedy|Romance,3.22
250,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.51
251,254,Jefferson in Paris (1995),Drama,2.91
252,255,"Jerky Boys, The (1995)",Comedy,2.28
253,256,Junior (1994),Comedy|Sci-Fi,2.7
254,257,Just Cause (1995),Mystery|Thriller,3.41
255,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.63
256,259,Kiss of Death (1995),Crime|Drama|Thriller,3.06
257,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.12
258,261,Little Women (1994),Drama,3.63
259,262,"Little Princess, A (1995)",Children|Drama,3.77
260,263,Ladybird Ladybird (1994),Drama,3.75
261,264,"Enfer, L' (1994)",Drama,3.37
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.92
263,266,Legends of the Fall (1994),Drama|Romance|War|Western,3.5
264,267,Major Payne (1995),Comedy,2.89
265,268,Little Odessa (1994),Crime|Drama,3.31
266,269,My Crazy Life (Mi vida loca) (1993),Drama,3.45
267,270,Love Affair (1994),Drama|Romance,3.17
268,271,Losing Isaiah (1995),Drama,3.33
269,272,"Madness of King George, The (1994)",Comedy|Drama,3.74
270,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.13
271,274,Man of the House (1995),Comedy,2.84
272,275,Mixed Nuts (1994),Comedy,2.72
273,276,Milk Money (1994),Comedy|Romance,2.98
274,277,Miracle on 34th Street (1994),Drama,3.4
275,278,Miami Rhapsody (1995),Comedy,3.02
276,279,My Family (1995),Drama,3.7
277,280,Murder in the First (1995),Drama|Thriller,3.72
278,281,Nobody's Fool (1994),Comedy|Drama|Romance,3.66
279,282,Nell (1994),Drama,3.41
280,283,New Jersey Drive (1995),Crime|Drama,3.05
281,284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,2.85
282,285,Beyond Bedlam (1993),Drama|Horror,2.27
283,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.07
284,287,Nina Takes a Lover (1994),Comedy|Romance,3.25
285,288,Natural Born Killers (1994),Action|Crime|Thriller,3.26
286,289,Only You (1994),Comedy|Romance,3.35
287,290,Once Were Warriors (1994),Crime|Drama,3.97
288,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.41
289,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.09
290,294,"Perez Family, The (1995)",Comedy|Romance,3.16
291,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.77
292,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.19
293,297,Panther (1995),Drama,3.15
294,298,Pushing Hands (Tui shou) (1992),Drama,3.52
295,299,Priest (1994),Drama,3.72
296,300,Quiz Show (1994),Drama,3.66
297,301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.52
298,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.73
299,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.04
300,304,Roommates (1995),Comedy|Drama,3.17
301,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.71
302,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.07
303,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.98
304,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.9
305,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.62
306,310,Rent-a-Kid (1995),Comedy,2.81
307,311,Relative Fear (1994),Horror|Thriller,2.65
308,312,Stuart Saves His Family (1995),Comedy,2.62
309,313,"Swan Princess, The (1994)",Animation|Children,3.04
310,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.85
311,315,"Specialist, The (1994)",Action|Drama|Thriller,2.89
312,316,Stargate (1994),Action|Adventure|Sci-Fi,3.37
313,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.13
314,318,"Shawshank Redemption, The (1994)",Crime|Drama,4.41
315,319,Shallow Grave (1994),Comedy|Drama|Thriller,3.78
316,320,Suture (1993),Film-Noir|Thriller,3.24
317,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.77
318,322,Swimming with Sharks (1995),Comedy|Drama,3.67
319,324,"Sum of Us, The (1994)",Comedy|Drama,3.67
320,325,National Lampoon's Senior Trip (1995),Comedy,2.65
321,326,To Live (Huozhe) (1994),Drama,4.08
322,327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.82
323,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.15
324,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.32
325,330,Tales from the Hood (1995),Action|Crime|Horror,2.79
326,331,Tom & Viv (1994),Drama,3.26
327,332,Village of the Damned (1995),Horror|Sci-Fi,2.77
328,333,Tommy Boy (1995),Comedy,3.36
329,334,Vanya on 42nd Street (1994),Drama,3.82
330,335,Underneath (1995),Mystery|Thriller,3.26
331,336,"Walking Dead, The (1995)",Drama|War,2.84
332,337,What's Eating Gilbert Grape (1993),Drama,3.75
333,338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.99
334,339,While You Were Sleeping (1995),Comedy|Romance,3.5
335,340,"War, The (1994)",Adventure|Drama|War,3.38
336,341,Double Happiness (1994),Drama,3.56
337,342,Muriel's Wedding (1994),Comedy,3.51
338,343,"Baby-Sitters Club, The (1995)",Children,2.67
339,344,Ace Ventura: Pet Detective (1994),Comedy,2.99
340,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.64
341,346,Backbeat (1993),Drama|Musical,3.41
342,347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.45
343,348,Bullets Over Broadway (1994),Comedy,3.7
344,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.66
345,350,"Client, The (1994)",Drama|Mystery|Thriller,3.47
346,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.3
347,352,Crooklyn (1994),Comedy|Drama,3.28
348,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.52
349,354,Cobb (1994),Drama,3.14
350,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.41
351,356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.05
352,357,Four Weddings and a Funeral (1994),Comedy|Romance,3.64
353,358,Higher Learning (1995),Drama,3.25
354,359,I Like It Like That (1994),Comedy|Drama|Romance,3.3
355,360,I Love Trouble (1994),Action|Comedy,2.72
356,361,It Could Happen to You (1994),Comedy|Drama|Romance,3.33
357,362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.38
358,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,3.99
359,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.82
360,365,Little Buddha (1993),Drama,3.16
361,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,2.98
362,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.18
363,368,Maverick (1994),Adventure|Comedy|Western,3.41
364,369,Mrs. Parker and the Vicious Circle (1994),Drama,3.29
365,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,2.98
366,371,"Paper, The (1994)",Comedy|Drama,3.26
367,372,Reality Bites (1994),Comedy|Drama|Romance,3.25
368,373,Red Rock West (1992),Thriller,3.77
369,374,Richie Rich (1994),Children|Comedy,2.42
370,375,Safe Passage (1994),Drama,3.28
371,376,"River Wild, The (1994)",Action|Thriller,3.28
372,377,Speed (1994),Action|Romance|Thriller,3.48
373,378,Speechless (1994),Comedy|Romance,3.13
374,379,Timecop (1994),Action|Sci-Fi|Thriller,2.72
375,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.49
376,381,When a Man Loves a Woman (1994),Drama|Romance,3.39
377,382,Wolf (1994),Drama|Horror|Romance|Thriller,3.04
378,383,Wyatt Earp (1994),Western,3.2
379,384,Bad Company (1995),Action|Crime|Drama,2.95
380,385,"Man of No Importance, A (1994)",Drama,3.56
381,386,S.F.W. (1994),Drama,2.82
382,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.65
383,388,Boys Life (1995),Drama,3.54
384,389,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.48
385,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.41
386,391,Jason's Lyric (1994),Crime|Drama,3.19
387,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,3.35
388,393,Street Fighter (1994),Action|Adventure|Fantasy,1.9
389,394,Coldblooded (1995),Comedy,3.31
390,395,Desert Winds (1995),Drama|Fantasy|Romance,3.17
391,396,Fall Time (1995),Drama,2.48
392,397,"Fear, The (1995)",Horror,2.12
393,398,Frank and Ollie (1995),Documentary,3.45
394,399,Girl in the Cadillac (1995),Drama,2.25
395,400,Homage (1995),Drama,2.61
396,401,Mirage (1995),Action|Thriller,3.15
397,402,Open Season (1996),Comedy,2.84
398,403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,2.17
399,404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,3.28
400,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,2.44
401,406,Federal Hill (1994),Drama,3.08
402,407,In the Mouth of Madness (1995),Horror|Thriller,3.24
403,408,8 Seconds (1994),Drama,3.24
404,409,Above the Rim (1994),Crime|Drama,3.04
405,410,Addams Family Values (1993),Children|Comedy|Fantasy,3.01
406,411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,2.78
407,412,"Age of Innocence, The (1993)",Drama,3.56
408,413,Airheads (1994),Comedy,2.81
409,414,"Air Up There, The (1994)",Comedy,2.61
410,415,Another Stakeout (1993),Comedy|Thriller,2.81
411,416,Bad Girls (1994),Western,2.7
412,417,Barcelona (1994),Comedy|Romance,3.52
413,418,Being Human (1993),Drama,2.7
414,419,"Beverly Hillbillies, The (1993)",Comedy,2.49
415,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.75
416,421,Black Beauty (1994),Adventure|Children|Drama,3.29
417,422,Blink (1994),Thriller,3.23
418,423,Blown Away (1994),Action|Thriller,3.0
419,424,Blue Chips (1994),Drama,2.72
420,425,Blue Sky (1994),Drama|Romance,3.47
421,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.11
422,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,2.55
423,428,"Bronx Tale, A (1993)",Drama,3.82
424,429,Cabin Boy (1994),Comedy,2.38
425,430,Calendar Girl (1993),Comedy|Drama,2.34
426,431,Carlito's Way (1993),Crime|Drama,3.72
427,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2.73
428,433,Clean Slate (1994),Comedy,2.92
429,434,Cliffhanger (1993),Action|Adventure|Thriller,3.05
430,435,Coneheads (1993),Comedy|Sci-Fi,2.58
431,436,Color of Night (1994),Drama|Thriller,2.63
432,437,Cops and Robbersons (1994),Comedy,2.59
433,438,"Cowboy Way, The (1994)",Action|Comedy|Drama,2.71
434,439,Dangerous Game (1993),Drama,2.51
435,440,Dave (1993),Comedy|Romance,3.6
436,441,Dazed and Confused (1993),Comedy,3.69
437,442,Demolition Man (1993),Action|Adventure|Sci-Fi,3.07
438,443,"Endless Summer 2, The (1994)",Adventure|Documentary,3.34
439,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,2.41
440,445,Fatal Instinct (1993),Comedy,2.88
441,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,3.89
442,447,"Favor, The (1994)",Comedy|Romance,2.52
443,448,Fearless (1993),Drama,3.56
444,449,Fear of a Black Hat (1994),Comedy,3.44
445,450,With Honors (1994),Comedy|Drama,3.35
446,451,Flesh and Bone (1993),Drama|Mystery|Romance,3.04
447,452,Widows' Peak (1994),Drama,3.55
448,453,For Love or Money (1993),Comedy|Romance,3.11
449,454,"Firm, The (1993)",Drama|Thriller,3.5
450,455,Free Willy (1993),Adventure|Children|Drama,2.62
451,456,Fresh (1994),Crime|Drama|Thriller,3.81
452,457,"Fugitive, The (1993)",Thriller,3.97
453,458,Geronimo: An American Legend (1993),Drama|Western,3.13
454,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,2.76
455,460,Getting Even with Dad (1994),Comedy,2.43
456,461,Go Fish (1994),Drama|Romance,3.34
457,462,"Good Man in Africa, A (1994)",Action|Adventure,2.59
458,463,Guilty as Sin (1993),Crime|Drama|Thriller,2.81
459,464,Hard Target (1993),Action|Adventure|Crime|Thriller,2.92
460,465,Heaven & Earth (1993),Action|Drama|War,3.26
